cell_name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
colony-21612,0,2,0,5,2,0,-1,-1,-1,0,0,0,0,0,5,-1,-1,-1,2,0,1,0,0,5,-1,-1,-1,-1,-1,-1,8,0,0,0,5,2,7,0,6,0,0,1,1,5,8,0,5,0
colony-21613,4,2,5,5,4,5,0,0,0,5,5,0,2,4,1,0,2,8,8,8,6,8,3,8,3,3,1,0,0,1,8,3,0,-1,-1,-1,7,4,5,4,0,2,8,0,8,0,0,0
colony-21614,4,0,5,5,0,5,8,3,8,8,4,0,1,0,7,8,2,8,0,0,6,8,3,0,0,5,1,0,8,1,8,3,8,0,0,1,7,7,1,-1,-1,-1,6,0,8,8,8,0
colony-21615,0,2,0,5,2,0,7,0,0,0,0,0,0,0,5,2,0,3,0,0,1,0,0,5,0,0,0,0,0,5,8,0,0,0,5,2,7,0,6,0,0,1,1,5,8,0,5,0
colony-21616,4,0,5,5,0,5,0,0,1,5,4,0,4,7,8,-1,-1,-1,8,8,6,8,3,0,3,4,1,3,7,1,8,0,0,0,0,0,-1,-1,-1,4,7,2,2,2,8,0,0,0
colony-21618,0,2,5,-1,-1,-1,0,0,0,8,0,0,2,4,1,0,2,8,8,8,6,8,3,0,3,3,1,0,0,1,-1,-1,-1,0,3,0,7,4,5,4,0,2,8,1,8,0,0,0
colony-21619,0,0,1,-1,-1,-1,0,0,0,-1,-1,-1,0,7,5,6,6,3,0,0,8,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,0,0,7,-1,-1,-1,0,7,1,1,5,8,0,5,0
colony-21620,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,2,0,5,0,2,8,8,8,6,8,3,2,-1,-1,-1,0,0,1,-1,-1,-1,0,0,0,7,4,5,4,0,2,8,2,8,0,0,0
colony-21621,4,0,5,-1,-1,-1,8,0,2,8,0,0,0,4,0,0,2,8,0,0,6,-1,-1,-1,1,7,1,0,0,1,8,0,8,-1,-1,-1,7,0,2,4,0,3,8,8,8,-1,-1,-1
colony-21622,4,8,5,-1,-1,-1,0,0,0,0,0,8,0,1,5,0,2,8,8,8,6,8,3,5,0,8,1,0,7,1,-1,-1,-1,0,0,5,7,4,8,-1,-1,-1,3,2,8,0,0,0
colony-21623,0,2,5,5,0,5,8,5,2,0,0,5,2,4,1,1,2,8,8,8,6,-1,-1,-1,-1,-1,-1,0,0,1,8,3,0,-1,-1,-1,7,4,5,4,0,2,8,0,8,-1,-1,-1
colony-21624,4,2,5,5,4,5,0,0,0,5,5,0,-1,-1,-1,5,2,8,-1,-1,-1,8,3,8,3,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,4,5,4,0,2,8,0,8,-1,-1,-1
colony-21625,4,0,5,5,0,5,8,2,0,8,8,0,4,4,2,-1,-1,-1,0,0,6,8,3,0,0,0,1,0,2,1,-1,-1,-1,0,0,1,7,8,7,4,0,3,8,8,8,-1,-1,-1
colony-21626,4,4,5,-1,-1,-1,8,0,1,-1,-1,-1,-1,-1,-1,0,2,8,0,0,6,8,3,0,-1,-1,-1,8,5,1,-1,-1,-1,0,0,1,7,0,1,4,0,8,1,0,8,8,2,3
colony-21627,-1,-1,-1,5,2,0,7,0,0,0,0,0,0,0,5,2,0,3,0,0,1,-1,-1,-1,-1,-1,-1,0,0,5,8,0,0,0,5,2,7,4,5,0,0,1,8,2,8,0,5,0
colony-21630,4,0,5,5,0,5,8,3,8,8,4,0,1,1,1,2,8,6,0,0,6,8,3,0,-1,-1,-1,0,8,1,8,3,8,0,0,1,7,7,1,4,8,5,6,0,8,8,8,0
colony-21631,0,0,1,5,0,0,0,0,0,7,3,0,1,7,5,2,6,3,3,0,8,1,4,0,0,0,0,0,0,0,8,0,0,0,6,7,7,0,0,0,7,1,1,5,8,0,5,0
colony-21632,0,0,1,5,0,6,0,0,0,0,3,1,0,7,5,2,6,3,0,0,8,0,0,8,0,0,8,0,7,1,8,5,8,0,0,7,7,0,0,0,7,1,1,5,8,0,5,0
colony-21633,-1,-1,-1,-1,-1,-1,8,0,1,8,0,0,-1,-1,-1,-1,-1,-1,0,0,6,8,3,0,0,0,1,8,5,1,-1,-1,-1,0,8,1,7,0,0,4,0,8,1,0,8,8,2,3
colony-21635,4,8,5,5,6,5,0,0,0,0,0,8,0,1,5,-1,-1,-1,8,8,6,8,3,5,-1,-1,-1,0,7,1,8,0,0,0,0,5,7,4,8,4,0,2,3,2,8,0,0,0
colony-21636,8,2,5,5,2,5,5,4,5,8,7,1,2,8,8,5,2,8,8,8,6,8,3,5,3,0,1,4,2,1,8,3,3,6,1,6,-1,-1,-1,-1,-1,-1,8,2,8,-1,-1,-1
colony-21637,4,8,5,-1,-1,-1,0,0,0,0,0,8,0,1,5,0,2,8,8,8,6,8,3,0,3,7,1,0,7,1,8,0,0,0,0,5,7,4,8,-1,-1,-1,3,2,8,0,0,0
colony-21638,8,2,5,5,2,5,5,4,5,0,7,0,-1,-1,-1,-1,-1,-1,8,8,6,8,3,5,3,0,1,4,2,1,8,3,3,-1,-1,-1,-1,-1,-1,4,8,2,8,2,8,1,0,0
colony-21639,-1,-1,-1,-1,-1,-1,0,0,0,5,4,0,4,7,8,0,2,8,8,8,6,-1,-1,-1,3,4,1,3,7,1,-1,-1,-1,0,0,0,7,4,0,4,7,2,0,2,8,-1,-1,-1
colony-21640,4,0,5,5,0,5,8,3,8,8,4,0,1,1,0,0,2,8,0,0,6,-1,-1,-1,-1,-1,-1,0,8,1,8,3,8,0,0,1,7,7,1,4,8,5,6,0,8,8,8,0
colony-21641,4,0,5,5,0,5,8,3,8,-1,-1,-1,1,1,0,0,2,8,0,0,6,8,3,0,0,5,1,0,8,1,-1,-1,-1,0,0,1,7,7,1,2,8,5,6,8,8,8,8,0
colony-21643,0,0,1,-1,-1,-1,8,0,7,8,0,0,0,5,3,0,2,8,0,0,6,8,3,0,3,6,1,0,2,1,8,7,8,0,3,1,7,8,0,4,2,8,0,8,8,8,0,0
colony-21644,-1,-1,-1,5,2,1,8,3,8,8,4,0,1,1,0,-1,-1,-1,0,0,6,8,3,0,0,5,1,0,8,1,-1,-1,-1,0,0,1,7,7,1,4,8,5,6,0,8,8,8,0
colony-21646,0,0,1,5,0,0,0,0,0,7,3,0,0,7,5,2,6,3,0,0,8,0,0,0,-1,-1,-1,0,0,8,-1,-1,-1,0,0,7,7,3,0,0,7,1,1,5,8,0,5,0
colony-21648,0,0,1,5,2,8,0,0,0,1,0,2,0,0,5,2,0,3,0,0,1,0,0,5,0,0,0,4,0,5,-1,-1,-1,-1,-1,-1,7,0,6,0,0,1,1,5,8,0,5,0
colony-21649,4,3,5,5,8,5,8,0,0,8,0,0,-1,-1,-1,-1,-1,-1,0,0,6,8,3,0,-1,-1,-1,0,0,1,-1,-1,-1,0,0,1,7,0,0,-1,-1,-1,0,0,8,8,2,0
colony-21650,0,2,5,5,0,5,0,0,2,0,8,5,2,4,1,1,2,8,8,8,6,8,3,5,3,3,1,0,0,1,8,3,2,0,0,0,-1,-1,-1,4,0,2,8,0,8,0,0,0
colony-21652,0,0,1,-1,-1,-1,0,2,0,1,0,2,0,0,5,-1,-1,-1,0,0,1,0,7,5,0,0,6,0,4,0,8,0,0,-1,-1,-1,7,0,6,0,5,1,1,5,8,-1,-1,-1
colony-21653,0,2,5,5,4,5,0,0,0,3,4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,3,8,-1,-1,-1,-1,-1,-1,8,3,0,0,0,0,-1,-1,-1,4,0,2,8,5,8,0,0,0
colony-21654,0,8,5,5,0,5,0,0,0,0,0,0,2,8,8,3,2,8,8,8,6,8,3,5,3,0,1,-1,-1,-1,8,3,3,-1,-1,-1,-1,-1,-1,4,0,2,8,2,8,1,0,0
colony-21657,4,4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,8,0,2,8,0,0,6,8,3,0,0,0,1,0,5,1,8,7,8,-1,-1,-1,7,0,0,4,0,8,1,0,8,0,5,0
colony-21659,0,2,5,5,4,5,0,0,0,8,0,0,2,4,1,0,2,8,8,8,6,8,3,0,-1,-1,-1,0,0,1,8,3,0,0,0,0,7,4,5,4,0,2,8,0,8,0,0,0
colony-21663,4,0,5,5,0,5,8,3,8,8,4,0,1,0,0,-1,-1,-1,0,0,6,8,3,0,0,5,1,0,8,1,8,3,8,0,0,1,7,7,1,4,8,5,6,0,8,8,8,0
colony-21665,8,0,5,5,4,5,0,0,0,0,4,0,2,4,5,-1,-1,-1,8,8,6,8,3,2,-1,-1,-1,-1,-1,-1,8,3,3,0,0,0,-1,-1,-1,-1,-1,-1,8,0,8,0,0,0
colony-21666,4,4,5,5,2,1,8,0,0,8,8,0,0,2,8,0,2,8,0,0,6,8,3,0,0,0,8,0,5,1,-1,-1,-1,0,8,1,7,0,0,4,0,8,1,5,8,0,5,0
colony-21672,0,0,5,5,4,5,-1,-1,-1,0,4,0,-1,-1,-1,8,8,0,8,8,6,8,3,2,3,2,1,-1,-1,-1,8,3,3,0,0,0,-1,-1,-1,4,0,2,8,3,8,0,0,0
colony-21678,0,0,5,-1,-1,-1,0,0,0,0,4,5,2,4,5,7,2,8,-1,-1,-1,-1,-1,-1,3,0,1,0,4,1,8,3,3,0,0,1,7,4,5,4,0,2,8,0,8,0,0,0
colony-21680,0,0,1,-1,-1,-1,0,0,0,-1,-1,-1,0,0,5,2,4,3,-1,-1,-1,0,0,5,-1,-1,-1,0,0,0,8,3,0,0,0,0,7,0,6,-1,-1,-1,1,5,8,0,5,0
colony-21683,-1,-1,-1,-1,-1,-1,0,2,0,1,0,2,0,0,5,2,0,3,0,0,1,0,0,5,0,0,0,0,0,0,-1,-1,-1,0,0,0,7,0,6,0,1,1,1,5,8,-1,-1,-1
colony-21684,8,1,8,-1,-1,-1,8,0,0,4,3,1,6,5,5,2,8,3,0,5,2,1,0,0,0,8,5,4,4,0,-1,-1,-1,8,0,0,7,3,8,2,7,8,1,5,8,0,5,0
colony-21687,0,0,1,-1,-1,-1,0,0,0,1,0,2,-1,-1,-1,2,0,3,0,0,6,0,0,5,0,0,6,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,0,0,1,1,5,8,0,5,0
colony-21690,0,2,5,5,0,5,-1,-1,-1,0,0,5,2,4,1,-1,-1,-1,8,8,6,8,3,5,-1,-1,-1,-1,-1,-1,8,3,0,-1,-1,-1,7,4,5,4,0,2,8,0,8,0,0,0
colony-21691,-1,-1,-1,5,2,0,7,2,0,0,0,0,0,0,5,2,0,3,0,8,1,0,0,5,0,0,5,0,0,5,8,0,0,0,5,2,-1,-1,-1,5,0,1,1,5,8,0,5,0
colony-21697,0,0,1,5,0,6,0,0,0,0,3,0,0,7,5,-1,-1,-1,0,1,8,0,0,0,0,0,8,-1,-1,-1,8,0,0,-1,-1,-1,7,0,0,-1,-1,-1,1,5,8,0,5,0
colony-21700,4,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,2,8,0,0,6,8,3,0,-1,-1,-1,0,8,1,-1,-1,-1,0,0,1,-1,-1,-1,4,8,5,6,8,8,8,8,0
colony-21705,0,2,5,-1,-1,-1,0,0,2,0,0,5,2,4,1,1,2,8,8,8,6,8,3,5,3,3,1,0,0,1,8,3,2,0,0,0,7,4,5,4,0,2,8,5,8,6,0,0
colony-21707,0,8,5,5,0,5,5,0,5,0,0,0,2,8,8,0,2,8,8,8,6,8,3,5,8,3,3,8,0,1,-1,-1,-1,-1,-1,-1,7,4,5,4,0,2,8,2,8,1,0,0
colony-21708,4,0,5,-1,-1,-1,0,0,0,3,4,0,0,0,0,-1,-1,-1,8,8,6,-1,-1,-1,3,3,1,3,3,1,-1,-1,-1,-1,-1,-1,7,4,5,4,4,2,8,5,8,8,0,0
colony-21711,8,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,4,5,7,2,8,8,8,6,8,3,2,3,2,1,0,0,1,8,3,3,-1,-1,-1,7,4,5,4,0,2,8,0,8,0,0,0
colony-21717,4,3,5,5,0,5,8,0,0,8,4,0,5,0,0,0,0,6,0,0,6,8,3,0,0,0,1,0,0,1,8,0,0,-1,-1,-1,7,0,0,4,0,8,0,0,8,8,2,0
colony-21718,4,0,5,-1,-1,-1,8,0,0,8,0,0,0,0,0,0,2,8,0,0,6,8,3,0,0,0,1,-1,-1,-1,-1,-1,-1,0,0,1,7,0,0,4,8,8,5,5,8,4,0,0
colony-21723,0,0,5,-1,-1,-1,5,0,5,0,0,0,2,8,8,0,2,8,8,8,6,8,3,5,3,0,1,0,0,1,-1,-1,-1,-1,-1,-1,7,4,5,4,0,2,8,2,8,1,0,0
colony-21725,4,3,5,-1,-1,-1,-1,-1,-1,8,4,0,5,0,2,0,2,8,0,0,6,8,3,0,-1,-1,-1,0,0,1,8,7,8,0,0,1,7,0,0,4,0,8,0,0,8,-1,-1,-1
colony-21729,4,5,5,-1,-1,-1,8,0,0,8,0,2,8,0,0,0,2,1,0,0,6,8,3,0,8,0,1,-1,-1,-1,8,4,1,-1,-1,-1,7,0,0,4,0,3,0,2,8,8,0,0
colony-21733,8,7,0,-1,-1,-1,0,0,8,1,3,1,1,0,5,-1,-1,-1,0,5,2,1,3,1,-1,-1,-1,4,7,8,-1,-1,-1,-1,-1,-1,7,3,8,0,0,8,1,5,8,0,5,0
colony-21734,0,0,1,5,0,0,0,0,0,-1,-1,-1,0,4,5,8,7,3,0,3,1,0,0,0,2,4,3,-1,-1,-1,8,0,8,0,0,0,-1,-1,-1,-1,-1,-1,1,5,8,0,5,0
colony-21739,-1,-1,-1,-1,-1,-1,8,0,0,8,8,0,0,2,8,2,8,3,0,7,6,8,3,0,7,8,5,0,5,1,8,7,8,0,8,1,7,0,0,-1,-1,-1,1,0,8,-1,-1,-1
colony-21740,-1,-1,-1,5,0,5,5,0,5,0,0,0,2,8,8,0,2,8,-1,-1,-1,8,3,5,3,0,1,4,0,1,8,3,3,0,0,0,7,4,5,4,0,2,8,2,8,1,0,0
colony-21741,4,8,5,-1,-1,-1,0,0,2,1,0,8,3,1,5,-1,-1,-1,8,8,6,8,3,0,3,7,1,0,7,1,8,4,0,0,0,5,7,4,8,-1,-1,-1,3,2,8,8,0,0
colony-21742,4,0,5,-1,-1,-1,8,3,8,8,0,5,0,0,0,-1,-1,-1,1,8,6,8,3,1,0,0,1,3,8,1,-1,-1,-1,-1,-1,-1,7,7,1,4,8,5,6,0,8,-1,-1,-1
colony-21743,0,2,1,5,7,0,0,0,0,-1,-1,-1,-1,-1,-1,2,6,3,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,-1,-1,-1,-1,-1,-1,0,7,1,1,5,8,-1,-1,-1
colony-21744,4,0,5,5,0,5,8,3,8,-1,-1,-1,1,0,0,0,2,8,6,0,6,8,3,0,-1,-1,-1,0,8,1,8,3,8,-1,-1,-1,7,7,1,4,8,5,6,0,8,8,8,0
colony-21746,0,0,1,-1,-1,-1,0,0,0,7,3,0,-1,-1,-1,2,6,3,0,0,8,0,0,0,0,0,0,8,0,0,8,0,0,0,0,7,7,3,0,0,7,1,1,5,8,0,5,0
colony-21749,0,3,1,-1,-1,-1,-1,-1,-1,0,2,0,-1,-1,-1,2,0,3,-1,-1,-1,0,0,0,0,0,3,3,4,7,8,0,0,-1,-1,-1,7,7,1,1,7,1,1,5,8,-1,-1,-1
colony-21750,-1,-1,-1,-1,-1,-1,0,0,0,0,3,0,0,7,5,8,6,3,7,0,8,0,0,0,-1,-1,-1,0,0,0,8,0,0,8,0,7,7,5,0,-1,-1,-1,1,5,8,0,5,0
colony-21753,0,0,1,5,2,8,0,0,0,1,0,2,0,0,5,2,0,3,0,0,1,0,5,5,-1,-1,-1,0,0,5,8,3,8,0,0,6,-1,-1,-1,-1,-1,-1,1,5,8,0,5,0
colony-21754,0,0,1,-1,-1,-1,0,0,0,-1,-1,-1,0,7,5,2,6,3,0,0,8,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,1,-1,-1,-1,0,7,1,1,5,8,0,5,0
colony-21756,0,2,5,-1,-1,-1,0,0,0,3,0,0,2,5,1,0,2,8,8,8,6,8,3,0,3,3,1,-1,-1,-1,8,3,0,-1,-1,-1,7,4,5,4,0,2,8,0,8,0,0,0
colony-21757,4,0,5,5,3,5,8,7,0,8,0,7,7,5,0,0,2,8,0,0,6,8,3,1,5,8,1,8,0,1,8,8,8,0,0,1,7,0,5,4,4,3,8,8,8,8,0,0
colony-21761,4,8,5,5,0,5,0,0,2,1,0,8,3,1,5,0,2,8,-1,-1,-1,8,3,8,0,0,1,0,7,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,0,2,3,2,8,0,0,0
colony-21763,-1,-1,-1,5,0,5,8,0,0,8,8,0,-1,-1,-1,0,2,8,0,0,6,8,3,2,-1,-1,-1,0,5,1,-1,-1,-1,0,8,1,7,0,0,4,0,8,-1,-1,-1,8,2,3
colony-21764,4,0,5,5,0,5,-1,-1,-1,-1,-1,-1,7,5,0,0,2,8,0,0,6,-1,-1,-1,8,8,1,-1,-1,-1,-1,-1,-1,0,0,1,7,0,5,-1,-1,-1,8,8,8,8,0,0
colony-21769,4,5,5,5,2,5,-1,-1,-1,8,4,0,1,8,0,0,2,8,6,5,6,8,3,0,-1,-1,-1,0,8,1,8,3,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,0
colony-21772,0,0,1,5,2,8,-1,-1,-1,1,0,2,8,0,5,2,0,3,0,4,1,0,0,5,0,0,6,0,0,0,8,0,0,0,0,2,-1,-1,-1,0,0,1,1,5,8,0,5,0
colony-21773,-1,-1,-1,-1,-1,-1,8,3,8,8,8,0,-1,-1,-1,0,2,8,-1,-1,-1,-1,-1,-1,0,8,1,0,8,1,8,3,8,0,0,1,7,7,1,4,8,5,6,0,8,8,8,0
colony-21774,0,0,1,-1,-1,-1,0,0,0,7,0,0,0,4,5,-1,-1,-1,-1,-1,-1,0,0,0,2,4,3,-1,-1,-1,-1,-1,-1,0,0,8,7,7,0,5,7,1,1,7,8,0,5,0
colony-21776,0,0,1,5,3,8,-1,-1,-1,0,0,5,0,7,5,2,0,3,0,3,1,-1,-1,-1,0,3,3,3,4,0,8,5,7,0,0,0,7,7,1,1,7,1,1,5,8,0,5,0
colony-21777,4,0,5,5,0,5,-1,-1,-1,8,4,0,1,0,0,-1,-1,-1,6,0,6,8,3,1,0,0,1,0,8,1,8,3,8,8,0,1,7,7,1,4,8,5,6,0,8,8,8,0
colony-21781,4,0,5,5,0,5,8,3,8,8,0,0,7,0,0,1,2,8,0,0,6,8,3,8,-1,-1,-1,0,0,1,-1,-1,-1,0,0,1,7,0,1,4,5,5,2,6,8,8,8,0
colony-21783,0,0,5,-1,-1,-1,0,0,0,0,4,0,2,0,5,0,2,8,8,8,6,-1,-1,-1,3,2,1,0,0,1,-1,-1,-1,-1,-1,-1,7,4,5,4,0,2,8,4,8,0,0,0
colony-21785,0,0,1,5,0,2,0,0,0,0,3,0,-1,-1,-1,2,6,3,-1,-1,-1,0,0,0,7,1,0,8,0,0,8,0,0,0,0,7,-1,-1,-1,0,7,1,1,5,8,0,5,0
colony-21788,4,8,5,-1,-1,-1,-1,-1,-1,1,0,8,3,1,5,0,2,8,-1,-1,-1,-1,-1,-1,3,7,1,0,7,1,8,4,0,0,0,5,7,4,8,-1,-1,-1,3,2,8,0,0,0
colony-21790,4,4,5,5,8,5,8,3,8,8,0,5,0,0,0,8,6,1,0,0,6,8,3,2,0,0,1,3,8,1,8,3,8,0,2,1,7,7,1,4,8,5,6,0,8,-1,-1,-1
colony-21792,0,2,5,5,4,5,0,0,0,3,0,0,2,5,1,0,2,8,8,8,6,8,3,0,3,3,1,0,0,1,8,3,0,0,8,2,7,4,5,4,0,2,8,0,8,0,0,0
colony-21795,4,8,5,-1,-1,-1,0,0,0,1,0,8,3,1,5,0,2,8,8,8,6,8,3,8,3,7,1,-1,-1,-1,8,4,0,-1,-1,-1,-1,-1,-1,4,0,2,3,2,8,0,0,0
colony-21796,4,8,5,-1,-1,-1,0,0,2,1,0,8,3,1,5,0,2,8,-1,-1,-1,8,3,8,3,7,1,-1,-1,-1,-1,-1,-1,0,0,5,7,4,8,4,0,2,3,2,8,0,0,0
colony-21797,4,0,5,-1,-1,-1,8,3,0,8,0,0,0,0,6,0,2,8,0,0,6,8,3,0,3,2,1,-1,-1,-1,7,3,8,0,0,1,7,0,1,4,0,1,0,0,8,8,8,0
colony-21798,0,0,1,5,0,0,0,0,0,6,3,0,2,0,5,2,6,3,0,0,0,0,0,0,0,1,3,8,8,0,8,5,0,0,0,7,7,4,0,0,7,1,1,5,8,0,5,0
colony-21799,4,0,5,-1,-1,-1,8,0,0,8,0,5,6,4,2,0,2,8,1,4,6,8,3,0,0,0,0,3,3,1,8,7,0,-1,-1,-1,7,0,7,4,8,8,1,5,8,8,0,0
colony-21800,4,4,5,5,0,5,8,3,8,8,6,5,0,8,0,0,2,8,0,0,6,8,3,0,-1,-1,-1,3,8,1,-1,-1,-1,0,2,1,-1,-1,-1,4,8,5,6,8,8,8,8,0
colony-21801,-1,-1,-1,5,2,5,5,8,8,4,3,1,6,5,5,1,8,3,3,5,2,1,0,0,3,7,1,4,5,0,8,0,7,-1,-1,-1,7,3,8,2,7,8,1,5,8,0,5,0
colony-21802,8,0,5,5,0,5,3,4,6,3,8,8,7,4,2,-1,-1,-1,-1,-1,-1,8,3,3,3,4,1,3,7,1,8,5,1,0,7,5,7,4,1,4,0,2,8,2,8,0,0,0
colony-21803,4,0,5,5,0,5,8,3,8,8,0,5,3,0,0,0,2,8,0,5,6,8,3,0,0,0,1,3,8,1,8,3,8,0,2,1,7,7,1,4,8,5,6,0,8,8,8,0
colony-21804,4,0,5,-1,-1,-1,8,0,0,8,0,0,0,5,3,-1,-1,-1,0,0,6,8,3,0,-1,-1,-1,5,5,1,8,7,8,0,0,1,-1,-1,-1,-1,-1,-1,0,8,8,-1,-1,-1
colony-21805,0,0,5,-1,-1,-1,0,0,0,0,4,0,2,0,5,0,2,8,8,8,6,8,3,2,3,2,1,8,0,1,8,3,3,0,0,0,7,4,5,4,5,2,8,2,8,0,0,0
colony-21806,4,0,5,-1,-1,-1,8,3,8,8,4,0,1,0,0,0,2,8,6,0,6,-1,-1,-1,0,0,1,-1,-1,-1,8,3,8,0,0,1,7,7,1,4,8,5,6,0,8,8,8,0
colony-21807,4,0,5,5,0,5,8,3,8,8,0,5,8,2,0,0,2,8,0,8,6,8,3,0,0,0,1,3,8,1,8,3,8,0,0,1,-1,-1,-1,4,8,5,6,0,8,-1,-1,-1
colony-21808,8,0,5,5,4,5,0,4,0,3,0,0,0,5,8,-1,-1,-1,8,8,6,-1,-1,-1,3,4,1,3,7,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,8,0,0,0
colony-21810,-1,-1,-1,5,0,5,-1,-1,-1,8,0,0,0,5,3,0,2,8,0,0,6,8,3,0,0,0,1,0,0,1,8,7,8,0,0,1,7,0,4,-1,-1,-1,0,0,8,8,0,0
colony-21811,4,0,5,5,0,5,-1,-1,-1,8,0,0,0,5,3,-1,-1,-1,0,0,6,8,3,0,-1,-1,-1,0,0,1,8,7,8,0,0,1,7,0,5,4,0,8,0,8,8,8,0,1
colony-21812,8,2,0,-1,-1,-1,0,1,8,3,3,1,6,6,5,2,8,3,0,5,2,1,8,2,3,8,5,4,0,0,8,2,7,-1,-1,-1,7,3,8,4,0,8,1,5,8,0,5,0
colony-21813,0,0,1,5,2,0,0,0,0,1,0,2,3,0,5,-1,-1,-1,7,0,1,0,0,5,0,0,6,-1,-1,-1,8,0,0,0,0,0,7,0,6,8,0,1,1,5,8,0,5,0
colony-21814,0,0,1,-1,-1,-1,0,0,0,-1,-1,-1,8,0,5,2,6,3,0,0,0,0,0,0,0,1,3,8,0,0,8,5,8,8,0,0,7,0,0,-1,-1,-1,1,5,8,-1,-1,-1
colony-21815,4,0,5,-1,-1,-1,8,0,0,8,3,0,0,0,0,-1,-1,-1,0,0,6,8,3,1,-1,-1,-1,3,3,1,-1,-1,-1,0,3,1,7,0,7,4,8,8,1,5,8,8,0,0
colony-21816,4,0,5,-1,-1,-1,8,3,8,-1,-1,-1,7,0,0,-1,-1,-1,0,0,6,8,3,0,0,0,1,0,4,1,8,3,8,0,0,1,7,0,1,4,5,5,2,6,8,8,8,0
colony-21818,4,0,5,5,0,5,8,7,0,8,0,0,-1,-1,-1,0,2,8,0,0,6,8,3,1,-1,-1,-1,-1,-1,-1,8,8,8,0,0,1,-1,-1,-1,-1,-1,-1,8,8,8,8,0,0
colony-21819,0,2,5,5,4,5,1,0,5,3,0,1,-1,-1,-1,0,2,8,-1,-1,-1,8,3,0,-1,-1,-1,1,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,0,2,8,3,8,0,0,0
colony-21820,4,0,5,-1,-1,-1,8,3,8,-1,-1,-1,0,0,8,0,2,8,0,8,6,8,3,0,0,0,1,3,8,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,0,8,8,8,0
colony-21821,4,5,5,5,0,5,8,0,0,3,0,1,2,4,1,0,2,8,8,8,6,8,3,0,3,3,1,4,8,1,8,7,8,0,0,0,7,0,0,-1,-1,-1,0,8,8,0,0,0
colony-21826,4,0,8,-1,-1,-1,8,3,8,8,0,5,8,0,0,0,2,8,0,8,6,8,3,0,0,0,1,3,8,1,8,3,8,0,0,1,7,7,1,4,8,5,6,0,8,8,8,0
colony-21827,0,0,0,5,2,0,-1,-1,-1,-1,-1,-1,0,8,5,2,8,3,0,0,1,0,0,5,-1,-1,-1,0,0,5,8,0,0,0,5,0,7,0,6,0,0,1,1,5,8,0,5,0
colony-21829,4,0,5,-1,-1,-1,8,3,8,8,4,0,7,0,0,0,2,8,0,0,6,8,3,0,0,0,1,0,0,1,8,3,8,-1,-1,-1,7,0,1,4,0,5,2,0,8,8,8,0
colony-21831,8,8,1,-1,-1,-1,0,0,0,2,3,3,8,7,5,2,4,3,-1,-1,-1,1,0,0,3,8,5,4,3,2,8,4,7,6,0,5,-1,-1,-1,3,2,5,1,5,8,0,5,0
colony-21832,0,2,5,5,4,5,0,0,0,3,0,0,8,5,1,3,2,8,8,8,6,8,3,0,3,3,1,0,0,1,8,3,0,0,0,0,7,4,5,4,2,8,8,1,8,0,0,0
colony-21833,0,4,5,-1,-1,-1,6,0,0,0,0,0,-1,-1,-1,-1,-1,-1,8,8,6,8,3,2,3,5,1,0,2,1,8,3,3,0,8,0,7,4,5,4,0,2,8,2,8,0,8,0
colony-21835,4,4,5,5,0,5,8,3,8,8,0,5,0,2,3,0,2,8,-1,-1,-1,8,3,2,0,0,1,3,8,1,8,4,7,0,2,1,-1,-1,-1,4,8,5,6,5,8,0,5,0
colony-21836,4,0,5,5,0,5,8,0,0,-1,-1,-1,0,0,0,0,2,8,3,0,6,-1,-1,-1,-1,-1,-1,3,3,1,8,7,8,-1,-1,-1,-1,-1,-1,4,8,8,1,5,8,8,0,0
colony-21837,8,8,1,5,4,7,-1,-1,-1,8,3,3,8,7,5,2,4,3,0,0,0,-1,-1,-1,3,0,5,-1,-1,-1,8,4,7,-1,-1,-1,-1,-1,-1,4,7,8,1,5,8,-1,-1,-1
colony-21838,8,8,5,5,0,5,0,4,0,0,2,0,1,5,8,-1,-1,-1,8,8,6,8,3,0,3,4,1,3,7,1,-1,-1,-1,7,6,5,7,4,0,4,0,2,5,2,8,0,0,0
