,Dim_0,Dim_1
internal_1173,-1957.0543102699146,-1399.613633773483
internal_1172,-1907.2146579989437,-1367.8602518847476
internal_1154,-1907.6152835854007,-1324.7385262998598
internal_1191,-1939.3008617104936,-1338.905228973475
internal_1477,-1847.9715951087317,-1307.701914285492
internal_1474,-2006.0174215231295,-1247.1067273291662
internal_1500,-1801.8502494886923,-1353.5062480229944
internal_1480,-1804.8213835513225,-1320.9689782539099
internal_1586,-1946.7679654372307,-1282.971577765532
internal_1592,-2001.4479730922385,-1439.1344861846776
internal_1424,-1980.6654533321625,-1312.4804794007675
internal_1449,-2001.9707082467246,-1228.9934929762865
internal_1582,-1916.8029096363043,-1338.3626086186669
internal_1309,-1905.4004015640112,-1322.6004196307758
internal_813,-1918.1634860667264,-1307.7908282718759
internal_814,-1920.1589138131665,-1312.5481374462531
internal_832,-1934.1051847062295,-1403.4368863673883
internal_835,-1891.3177084405406,-1355.320292155831
internal_947,-1909.6547789587771,-1349.9285015729856
internal_946,-1939.0950800861215,-1439.5143388260497
internal_950,-1892.63405653433,-1375.0686241664796
internal_903,-1872.4985292438425,-1482.4220136819333
internal_911,-1765.8740712874803,-1437.8537174388005
internal_884,-1897.8038796858825,-1403.425514199937
internal_925,-1913.2880133664469,-1373.7769146276705
internal_923,-1876.7131005656597,-1313.2300982621812
internal_917,-1921.7439427885515,-1310.1382731384376
internal_842,-1942.4954842020445,-1368.8114903051735
internal_962,-1995.402712775174,-1483.9249503974006
internal_967,-1874.7368145312523,-1462.2949426352554
internal_992,-1890.9978932706451,-1413.127661519232
internal_999,-1958.659675577188,-1380.7320197775437
internal_1067,-1970.0716661331437,-1384.8945126711546
internal_1054,-2027.3684948415394,-1419.5757195008116
internal_1039,-1992.0355989479265,-1409.4581514615493
internal_1083,-1964.5292192426552,-1388.3482786797574
internal_1282,-1918.889089810602,-1304.6715679275655
internal_1257,-1882.168895138844,-1214.6052752088647
internal_982,-1953.6586008227134,-1338.6089269758122
internal_1236,-1783.6240656050209,-1374.4671710766356
internal_1214,-1807.2111794259092,-1465.8412658511943
internal_1229,-1853.5236103020836,-1392.8796811484158
internal_1237,-1777.426350455994,-1192.8125792655194
internal_1174,-1971.2643353935293,-1401.4002512693512
internal_1176,-1982.031018688903,-1434.8514035082087
internal_1178,-1925.9971455714976,-1321.8734171197907
internal_1185,-1868.4471918372112,-1385.0365851001545
internal_1161,-1904.4637386677439,-1327.477189069953
internal_1155,-1885.1420829977787,-1274.5310920007755
internal_1206,-2000.4790403674597,-1340.747092833429
internal_1192,-1941.7551072965352,-1336.9250588485968
internal_1581,-1767.0738187984641,-1303.1071269445063
internal_1501,-1845.0761057515256,-1307.9316587135677
internal_1476,-2021.2400233058518,-1243.2802945704034
internal_1502,-1799.4973669606682,-1366.9051076225858
internal_1534,-1798.5325300688833,-1341.923681239098
internal_1481,-1804.1158812283163,-1317.1023914363627
internal_1482,-1791.4357269746722,-1342.3011430406737
internal_1587,-1932.9996136418342,-1248.4107653169824
internal_1590,-2003.8679302854343,-1440.022019729029
internal_1443,-1997.9468486859987,-1289.7391802608113
internal_1423,-1991.9403789454273,-1326.1632407171776
internal_1450,-2012.2502416955772,-1207.6366771634396
internal_1601,-1875.1796406027813,-1370.1061580904263
internal_1310,-1906.5163294270988,-1324.3341483419924
internal_1369,-1894.7025242524305,-1311.6825333810068
internal_821,-1901.3622920624164,-1284.0199848911127
internal_816,-1931.2694753089488,-1274.2908546993094
internal_815,-1905.9316795147565,-1348.2415979974273
internal_833,-1934.8931711892799,-1424.640970205314
internal_836,-1895.1720762541343,-1379.5743086525708
internal_902,-1860.3452746018127,-1494.829000208711
internal_904,-1878.3400959035857,-1483.9687598671037
internal_912,-1752.1585237211816,-1401.2423194512469
internal_885,-1888.7713575530743,-1342.3233172082755
internal_877,-1902.031929288215,-1407.4374338292137
internal_926,-1898.4490926658323,-1386.3603999850488
internal_927,-1924.9509132566473,-1379.6035749611785
internal_924,-1873.7402282022108,-1313.8165292969443
internal_918,-1907.0122129715455,-1288.703668206725
internal_919,-1924.2005991524898,-1281.4138320021696
internal_868,-1961.5967351263484,-1378.4515968194378
internal_871,-1918.0898326958836,-1357.5307085321551
internal_963,-2075.168282119244,-1482.1075435299201
internal_977,-2040.9566730690822,-1512.115036946832
internal_973,-1861.7088073644143,-1463.802885399714
internal_974,-1830.6622074803097,-1455.2067188774104
internal_994,-1891.0472768315128,-1427.4994802917531
internal_1001,-1931.4063068437797,-1382.4053081139866
internal_1000,-1965.334809351809,-1380.5610730440385
internal_1073,-1975.0256799635038,-1363.4772802967082
internal_1074,-1990.7536623972778,-1414.6595043054463
internal_1060,-2001.6208270521763,-1445.9582691181668
internal_1055,-2037.822438302898,-1417.6841476545706
internal_1040,-2038.6777385413004,-1426.7362194585276
internal_1038,-1971.1874277815978,-1407.7391291328618
internal_1086,-1998.8164997678082,-1409.6127974278934
internal_1085,-1962.0221913915934,-1403.9537649261883
internal_1287,-1893.5228854569207,-1277.2160202022872
internal_1283,-1931.4148317709346,-1294.1411703074434
internal_1239,-1871.990691370933,-1200.0098889961794
internal_1272,-1862.6120127746801,-1190.8303910284715
internal_986,-1949.5118821340407,-1326.0470902593804
internal_983,-2042.615732488931,-1413.6577106929208
internal_1215,-1796.9677934987408,-1470.8112564180578
internal_1222,-1816.875784694502,-1573.9707378774356
internal_1230,-1903.212324829949,-1480.0864920971776
internal_1175,-1959.2378772469474,-1364.6502959127083
internal_1177,-1930.4243236321684,-1512.7135239467589
internal_1179,-1955.8840099941835,-1304.674162348056
internal_1180,-1842.2705928506236,-1353.9904878426119
internal_1186,-1837.0201907848116,-1362.267489403626
internal_1188,-1828.48622937212,-1437.3160257517386
internal_1169,-1900.4081324562542,-1417.1546804540055
internal_1168,-1889.368637933524,-1313.7170527108476
internal_1160,-1854.8191874032432,-1153.665463132771
internal_1156,-1883.3221843987487,-1303.544999000376
internal_1207,-2033.003774378289,-1349.8383585750257
internal_1208,-2011.7149597813277,-1328.6553048569187
internal_1197,-1947.3394271263494,-1319.230892660418
internal_1203,-1961.1795393764303,-1331.9730602356085
internal_1532,-1817.3183861381726,-1198.8283754947727
internal_1509,-1835.8742389802665,-1324.676086029866
internal_1475,-2046.0010024515923,-1234.7401094224792
internal_1503,-1799.2563363412123,-1368.6037467420192
internal_1535,-1789.7174903414193,-1342.2403629094954
internal_1545,-1807.3246271033647,-1310.5976212509756
internal_1496,-1800.3577451598835,-1291.7141361884483
internal_1494,-1802.380637417579,-1323.7173415705986
internal_1490,-1786.125746261295,-1373.3932860800812
internal_1483,-1781.8110639894257,-1345.89201045191
internal_1588,-1901.1190815613115,-1206.6361731495795
internal_1591,-2032.7133165976675,-1416.8715948562312
internal_1426,-2021.028146783885,-1316.9430222584654
internal_1445,-1970.430498852389,-1180.6691945103037
internal_1407,-2001.9267691726939,-1305.0974930121529
internal_1406,-2012.4274304674095,-1411.4801966073787
internal_1452,-2161.723401390333,-1289.0215117174953
internal_1451,-1930.6941899412977,-1115.725781404445
internal_1583,-1857.164309542681,-1393.7896061502902
internal_1610,-1866.1498769184907,-1363.5442240176294
internal_1311,-1903.5698554352007,-1331.0148249823262
internal_1334,-1945.9731208185588,-1290.464788586445
internal_1370,-1899.7422322324735,-1288.069216251499
internal_1371,-1887.2850950905263,-1313.3653252627926
internal_822,-1895.681224332185,-1259.5563762884083
internal_817,-1957.6438992026297,-1236.3898658758892
internal_819,-1908.4054811251842,-1283.8385469347834
internal_834,-1943.2966828085066,-1493.017505128433
internal_837,-1902.0858879732623,-1413.2573675595663
internal_913,-1802.1374651538665,-1451.981281759943
internal_914,-1910.9269470688532,-1583.6479076359328
internal_906,-1883.8978079628896,-1488.0363879469762
internal_891,-1883.5868145860768,-1340.3969400983087
internal_898,-1905.7819943289517,-1304.9519818161868
internal_878,-1901.590833016198,-1393.3732318848786
internal_883,-1970.226650387338,-1523.9329908397608
internal_933,-1897.7017048580844,-1384.252194734906
internal_939,-1892.082467800965,-1413.9327065980765
internal_928,-1943.2020753491913,-1395.0267509055134
internal_938,-1895.4538495543238,-1344.0195024815075
internal_922,-1894.6194803950912,-1285.6753629929417
internal_869,-1970.873469919366,-1418.992840938697
internal_867,-1967.133559917115,-1380.111271491483
internal_872,-1875.1185297641298,-1298.5726114947195
internal_964,-2074.776986076275,-1486.7562610566288
internal_979,-2079.0931591678022,-1546.1576321556577
internal_968,-1844.3462720659634,-1494.196972240841
internal_976,-1776.0797625507275,-1350.773009893355
internal_975,-1826.9617641212155,-1363.4060332787278
internal_993,-1826.095410439552,-1451.640523629112
internal_995,-1927.136910808752,-1459.4653526364473
internal_1011,-1920.524137457863,-1434.19392089917
internal_1002,-1927.2800236129065,-1372.5308764295955
internal_1021,-1971.1940967109983,-1373.776416592859
internal_1068,-1929.5810151885921,-1324.1291297145706
internal_1069,-2013.9753021950912,-1378.3552040227248
internal_1077,-2047.496968808889,-1408.8938685273934
internal_1075,-1978.932691582791,-1480.208348863583
internal_1061,-2072.3924068529454,-1238.9564408244619
internal_1056,-2053.554746902658,-1443.2209565981789
internal_1059,-2114.552724101502,-1344.7009885110047
internal_1050,-2060.314504913343,-1427.3862917969684
internal_1041,-2050.7450543206783,-1432.5301006662505
internal_1030,-1971.8338023190197,-1423.2781036934052
internal_1034,-1834.4869852271113,-1159.2935648852506
internal_1087,-1999.4432955087302,-1416.800513791934
internal_1115,-2040.68397547091,-1403.1824305974849
internal_1089,-1979.5388269752843,-1410.5108104156882
internal_1090,-1876.67621434159,-1431.7525763581507
internal_1292,-1833.5825894668899,-1294.8210068184742
internal_1288,-1879.889624390973,-1245.29912433901
internal_1298,-1988.1879418696528,-1299.4349293500138
internal_1294,-1920.616001520891,-1284.9830823314012
internal_1267,-1785.2674698179383,-1204.774524107544
internal_1266,-1884.2613082610806,-1191.460999512316
internal_1281,-1838.5875691890426,-1188.2814916246466
internal_987,-1954.4385875055116,-1311.5574055424593
internal_989,-1882.5948256232602,-1220.4881117143684
internal_984,-2090.9988146906508,-1458.8209264123477
internal_1216,-1801.3639900623916,-1485.7996789033054
internal_1217,-1762.6762070601976,-1439.9838001456858
internal_1223,-1820.9448326996694,-1578.3731163334958
internal_1231,-1906.6590304041154,-1447.9774539398256
internal_1232,-1925.0004685016468,-1547.746448946345
internal_1187,-1821.4249722814614,-1350.0244179169326
internal_1189,-1812.6409272495177,-1468.4410493496403
internal_1163,-1858.1670994467283,-1310.3423761103757
internal_1162,-1921.8354560894081,-1306.3719784560049
internal_1157,-1844.9097398142494,-1274.5261946983624
internal_1210,-2063.2018226906594,-1304.9610783338303
internal_1211,-2067.648448762109,-1406.9020834127261
internal_1209,-1986.852182920323,-1317.0786442059896
internal_1198,-1960.9409096733455,-1307.3114919903744
internal_1199,-1913.8276198292722,-1327.2718924291564
internal_1193,-1994.1425882886663,-1314.2058219576113
internal_1194,-1935.3655045277092,-1356.4218480080406
internal_1533,-1765.4643117801409,-1169.4123278773252
internal_1510,-1811.0092448841474,-1366.7110604592278
internal_1555,-1833.4572833106572,-1329.6527724772764
internal_1505,-1804.6775731824225,-1411.1314489819163
internal_1504,-1787.5334977234452,-1355.109250921548
internal_1541,-1809.405690327278,-1412.4100043637313
internal_1540,-1784.8184566811246,-1335.6865975581507
internal_1550,-1784.8864764823309,-1375.4661555344708
internal_1546,-1812.8514710346915,-1293.1094437600855
internal_1497,-1772.6479268320973,-1291.6435621404678
internal_1499,-1885.464914071844,-1158.7099914662583
internal_1495,-1793.885764283897,-1347.806172762063
internal_1491,-1795.2808400338931,-1370.0473259458088
internal_1484,-1770.7557425098441,-1320.8622588973158
internal_1427,-2034.1586465151104,-1333.0355753745687
internal_1428,-2024.0931957884804,-1319.89711270783
internal_1446,-2002.498707715712,-1147.48726490154
internal_1448,-1906.0847151330452,-1134.5134039492175
internal_1408,-1990.9307233545305,-1306.6467987686747
internal_1414,-2047.8905782457227,-1259.5823141140806
internal_1418,-2112.183548384738,-1432.4341389234494
internal_1416,-2008.9388318545573,-1424.8570395512343
internal_1593,-1841.2048689777557,-1396.0785391804407
internal_1594,-1852.5914612150282,-1475.7958379040508
internal_1602,-1866.8428407254696,-1370.3912132184396
internal_1331,-2022.9978081985978,-1314.0759900109556
internal_1322,-1862.0740260912007,-1360.0850745835035
internal_1363,-2006.3659652323147,-1260.9237931828807
internal_1335,-1944.5463683585097,-1288.4139709420483
internal_1404,-1757.692559399437,-1163.9980616804226
internal_1402,-1929.8214740652954,-1263.971675661361
internal_1389,-1871.9595693407398,-1384.1702437406545
internal_1383,-1859.1270131705312,-1305.6234906682066
internal_818,-1975.2847721518417,-1206.6568913969197
internal_838,-1887.8140676454739,-1433.26251479418
internal_907,-1891.0207574037413,-1490.662178758089
internal_905,-1912.8980151933579,-1521.9772941256144
internal_897,-1878.7824769134338,-1335.355192946582
internal_886,-1908.678308317454,-1382.5380970377491
internal_899,-1913.0896412843756,-1311.5347738753073
internal_880,-1911.1571784245543,-1395.9875399755324
internal_934,-1882.8742097517088,-1294.4331749689504
internal_937,-1898.367959493525,-1456.7993765783792
internal_940,-1882.8453695886963,-1411.9326169660642
internal_929,-1964.5232113609725,-1388.8682925738278
internal_930,-1933.7172302306094,-1416.8002727324867
internal_920,-1891.9934867812156,-1287.104948474621
internal_870,-1979.7234085485748,-1414.6211927378401
internal_843,-2006.7837345304224,-1388.980503901739
internal_873,-1916.5480511117642,-1378.9887538091186
internal_966,-2070.861346189384,-1486.936049786134
internal_978,-2082.9060259254657,-1546.350730713588
internal_972,-1831.6810892912627,-1526.5503779833973
internal_969,-1837.0357586238345,-1499.2378854380122
internal_1012,-1928.7880429658044,-1477.9188163143788
internal_1010,-1931.519872391742,-1374.7986161771214
internal_1022,-1968.3651415710267,-1377.796689459328
internal_1026,-1987.4165495571242,-1353.5439252865624
internal_1079,-1944.1956841977674,-1345.2724759097675
internal_1070,-2028.1129702578476,-1393.9815795692582
internal_1071,-2042.589825382979,-1316.4417742361845
internal_1078,-2065.971167069417,-1404.0202611971868
internal_1076,-2014.6523065587758,-1522.3670007026344
internal_1058,-2070.6586458050024,-1423.5885019950797
internal_1057,-2040.7572601778322,-1498.4660853240177
internal_1051,-2053.72748927142,-1424.9775288713638
internal_1042,-2049.7417329401096,-1380.6398044097166
internal_1045,-2062.138444726327,-1453.1159987890371
internal_1062,-1987.3756812565673,-1426.7001422761307
internal_1031,-1932.6832332735187,-1502.2049535972378
internal_1109,-1981.0384897505196,-1428.8021868920687
internal_1095,-2028.9099580472207,-1429.000018728271
internal_1116,-2054.86263774687,-1388.206957731955
internal_1122,-2029.4841084779903,-1437.6448592846825
internal_1092,-2001.661049336773,-1465.1685498350662
internal_1088,-1982.4602849142727,-1409.1376326887573
internal_1091,-1848.113970433303,-1498.523921242897
internal_1293,-1816.401780767343,-1320.1083314335726
internal_1297,-1904.7959631197587,-1133.286140212876
internal_1289,-1846.2774147523385,-1207.3758225407437
internal_1299,-1971.3787470154784,-1286.6906453249942
internal_1300,-2041.2543368098814,-1317.1820596471528
internal_1295,-1917.8542053649553,-1278.4646411568833
internal_1268,-1779.0585474432705,-1203.022673409707
internal_1258,-1889.9806363123269,-1181.1605360954577
internal_1240,-1887.8227109485929,-1190.8657757786095
internal_1273,-1816.1131295960845,-1207.1984317623571
internal_988,-1948.5952737581363,-1353.5126082873733
internal_990,-1796.58041531826,-1144.9417384463006
internal_1227,-1780.3451092848368,-1527.9431379269868
internal_1226,-1809.5313543179504,-1486.3217651486225
internal_1221,-1766.2214819261374,-1423.023156150029
internal_1224,-1816.68393367969,-1583.5289093892882
internal_1233,-1921.7557302132643,-1614.9840545943948
internal_1164,-1815.2394984246334,-1379.589741836763
internal_1165,-1750.3745996578402,-1203.3975096287904
internal_1170,-1945.379609129945,-1135.65069634294
internal_1166,-1970.1047850625569,-1371.7504413591566
internal_1158,-1804.1662955741533,-1278.7533290597496
internal_1201,-2042.3601505807585,-1291.9994648061038
internal_1205,-1921.3475614826011,-1293.1299306667565
internal_1200,-1903.8675815886006,-1312.8836304276585
internal_1196,-2140.8793195056332,-1337.858624567099
internal_1204,-1939.6821972227958,-1243.8698055565956
internal_1195,-1911.6879374198613,-1395.2293506794867
internal_1511,-1811.5780562632754,-1372.2563477696697
internal_1525,-1789.0589459218152,-1393.6595175356388
internal_1556,-1837.1033745707336,-1333.5399294944489
internal_1558,-1816.6545230737488,-1326.4461916431162
internal_1506,-1778.6673809354374,-1415.3606154949132
internal_1507,-1773.7865084850425,-1436.1051029920302
internal_1536,-1783.8693386809741,-1329.9601513776693
internal_1542,-1761.101392164669,-1362.6919896586903
internal_1552,-1836.2917887038782,-1187.2491708421119
internal_1551,-1816.0887275840519,-1289.4718231170202
internal_1498,-1745.097459518457,-1221.8780220775404
internal_1492,-1797.60473135183,-1367.5436486195954
internal_1485,-1790.9185416591274,-1329.029368981236
internal_1486,-1749.81135897637,-1301.069393984071
internal_1434,-2041.1375007561853,-1344.0579403137785
internal_1436,-2082.11284807082,-1372.4558575999188
internal_1433,-2051.9481150428064,-1359.3784973179754
internal_1429,-2018.2698045763564,-1309.6164226152703
internal_1447,-2006.5256220411272,-1110.3117936160706
internal_1412,-2006.3831992831151,-1353.2246499652822
internal_1409,-1980.5191444698557,-1297.228558706539
internal_1415,-2125.4440705289517,-1231.7867151291698
internal_1419,-2126.6420472609,-1413.8149864155507
internal_1455,-2022.2115151074427,-1454.9175973506315
internal_1453,-2002.504015898137,-1430.9646528531262
internal_1595,-1815.7693644615995,-1335.529214592907
internal_1597,-1822.6986132289892,-1435.2911291217201
internal_1596,-1885.0498675393883,-1524.1483391935744
internal_1603,-1878.3951929907819,-1362.2158205400333
internal_1604,-1844.012379864463,-1403.1606274103174
internal_1332,-2078.3973310467627,-1331.9578542630043
internal_1333,-2080.0693403155733,-1274.4125112510346
internal_1323,-1831.6305984933902,-1408.754013610795
internal_1312,-1850.8028323537487,-1362.795177163498
internal_1368,-2020.8867732757294,-1209.2155630075117
internal_1364,-2063.3475879275898,-1266.983650871903
internal_1353,-1922.01222436234,-1220.9934833125237
internal_1352,-1951.8973430514445,-1316.1819231603647
internal_1403,-1801.186117601806,-1172.5818334391026
internal_1391,-1938.1531438659463,-1264.5207047095942
internal_1390,-1810.3265213802251,-1399.3697605660439
internal_1372,-1824.460324499991,-1325.9822642681997
internal_839,-1864.412161583196,-1502.466377097291
internal_908,-1951.0089514615304,-1564.5017147126903
internal_909,-1916.6752430987979,-1526.21992981926
internal_892,-1872.8901940420485,-1328.761167329185
internal_900,-1872.1069757526066,-1329.5381094345944
internal_887,-1909.7496984019097,-1400.990192756345
internal_888,-1915.590164119243,-1377.737158071699
internal_879,-1923.349870107641,-1416.3540996952784
internal_936,-1912.43461541997,-1239.6543609571856
internal_935,-1879.606471838462,-1290.931352948286
internal_941,-1889.7191904806746,-1404.0189305037768
internal_931,-1932.2139000929617,-1460.4098785778617
internal_932,-1913.5823941997528,-1383.280859355141
internal_921,-1830.0520128791647,-1271.4778942448359
internal_844,-2018.9850108657004,-1389.748943200965
internal_857,-2047.1136051006406,-1440.4481057251212
internal_874,-1916.7153163343557,-1362.2790932243174
internal_965,-2048.460875416393,-1492.1719147712467
internal_970,-1824.3819632996124,-1487.0862163024904
internal_1013,-1932.6295991050515,-1470.6996691799661
internal_1003,-1934.4302056204792,-1374.9923644709565
internal_1023,-1976.9850171897554,-1387.0755292515144
internal_1025,-1962.385008917132,-1379.328992464231
internal_1027,-2007.7895515494647,-1368.8087348099257
internal_1081,-1977.779714576475,-1352.7758876020089
internal_1080,-1897.5215283036455,-1349.2160595743844
internal_1072,-1978.1870241332801,-1476.312039678782
internal_1053,-2066.2159295043925,-1437.8446816675257
internal_1044,-2057.2922822904834,-1334.5704475584052
internal_1043,-2047.8263740405123,-1376.2212015507348
internal_1046,-2075.566925589364,-1477.8759744831762
internal_1047,-2075.599949823691,-1476.7342875325912
internal_1063,-1991.0585499840556,-1443.5345118822613
internal_1066,-2045.5083850846775,-1414.1758665645382
internal_1035,-1933.200596277249,-1509.616110211625
internal_1114,-1936.6549489202127,-1397.748649853164
internal_1110,-1981.8272151138879,-1432.4668069422862
internal_1096,-2077.6147773177613,-1410.4733821794423
internal_1098,-2018.817761650695,-1465.641334607984
internal_1117,-2060.4854105260865,-1417.3502622715332
internal_1131,-2058.6931001423045,-1379.9601868979003
internal_1125,-2021.5295323338985,-1544.0494091600099
internal_1123,-2026.6586920754876,-1431.4757536094328
internal_1093,-1993.3383789070276,-1538.6806126960405
internal_1094,-1986.843704415623,-1407.1057193970287
internal_1084,-1980.9983233519104,-1409.7963682535558
internal_1290,-1839.8238641808894,-1186.7799933340445
internal_1303,-1841.266498592641,-1189.6218332724404
internal_1302,-2151.372207262763,-1346.1474705209914
internal_1301,-2120.4766775736575,-1346.4843416052322
internal_1296,-1930.091973256768,-1269.9353727454454
internal_1284,-1917.1137579982724,-1277.6583379466686
internal_1269,-1751.905067695604,-1189.894691984851
internal_1270,-1767.9694909519753,-1202.9664010303027
internal_1259,-1890.6224611028058,-1177.0283564026688
internal_1264,-1895.5822937677563,-1208.3812802636128
internal_1241,-1853.3699424682452,-1175.897548237959
internal_1254,-1926.4815855675856,-1197.5915916842016
internal_1274,-1817.9017226837304,-1205.9628030426347
internal_1279,-1795.508899503189,-1223.5139057094102
internal_1228,-1706.2234650027215,-1496.3708504319957
internal_1218,-1809.686685079948,-1491.5514802513346
internal_1225,-1802.0399984390622,-1588.6930758578726
internal_1167,-1987.6257767471611,-1466.721793993839
internal_1159,-1754.0358903812855,-1206.3258204206538
internal_1202,-2059.292314019961,-1207.5157886420454
internal_1512,-1809.9276553815134,-1374.1630521056252
internal_1528,-1826.9148869901685,-1359.9598801678253
internal_1526,-1768.0265645487025,-1386.856403003281
internal_1557,-1837.721814820798,-1327.6528330793678
internal_1574,-1848.0445522762527,-1404.873576960225
internal_1560,-1824.4587836637481,-1298.7010684558704
internal_1559,-1786.6093357405125,-1337.0887015537326
internal_1508,-1760.3464184675265,-1446.1564752817626
internal_1539,-1753.3751195044172,-1351.3070429379902
internal_1537,-1789.6112762686137,-1235.4768459826773
internal_1544,-1740.208820047552,-1395.8926607008761
internal_1543,-1773.186511753401,-1331.560480049475
internal_1553,-1838.003286182154,-1174.7458505927787
internal_1547,-1816.4212132974912,-1305.093209431648
internal_1493,-1832.0871615653748,-1369.363377199331
internal_1487,-1742.0684839012185,-1289.3214326168506
internal_1488,-1727.9494472286585,-1289.9034910949413
internal_1438,-2040.164257710518,-1342.537509383724
internal_1437,-2042.832391233808,-1346.726336710196
internal_1430,-1985.6024858991025,-1321.7905730360014
internal_1431,-2033.7627679872044,-1279.0436316938742
internal_1413,-2039.216808970687,-1405.6823328485943
internal_1410,-1719.1287459958266,-1242.7162217049865
internal_1411,-2005.8798056210317,-1282.9040761881843
internal_1422,-2122.7542876230477,-1449.660332641614
internal_1420,-2140.751485125661,-1381.6655629459538
internal_1456,-2037.281444682743,-1490.5274310324999
internal_1457,-2037.1667851898735,-1486.9976909108555
internal_1459,-2000.9995228139587,-1403.788730881489
internal_1454,-1983.0582153051193,-1468.0368597880624
internal_1600,-1785.6771655971936,-1451.4047165773218
internal_1598,-1825.0509904929806,-1441.7085695743508
internal_1607,-1803.2592682284865,-1443.6491181046417
internal_1605,-1810.6804037055715,-1474.568910673232
internal_1329,-1831.496024265033,-1451.1811744003392
internal_1324,-1806.333182356238,-1426.769189366975
internal_1314,-1776.0222636754872,-1355.3508969121117
internal_1313,-1836.6409698599614,-1387.2579645705046
internal_1365,-2085.3675992061208,-1278.1345869441136
internal_1356,-1893.5691915591951,-1197.3614333588885
internal_1336,-1975.5483021530774,-1353.718040350017
internal_1393,-1964.3788834410902,-1241.9318491383813
internal_1392,-1995.0853376840582,-1300.7566411557677
internal_1373,-1811.861708862071,-1308.6155657293023
internal_1378,-1822.7523370747977,-1331.4966100748595
internal_910,-1918.0341184261833,-1539.1135457060918
internal_895,-1867.398036680847,-1218.961967796499
internal_893,-1852.8761141988214,-1362.5722992622632
internal_890,-1907.1318824911639,-1504.0565875250923
internal_889,-1918.1685825238565,-1419.3176069001106
