,Dim_0,Dim_1
internal_4,-1960.3215269029577,-1216.1241345354156
internal_15,-2007.0609771665445,-1341.2366682150207
internal_18,-2023.0832690350012,-1333.694271751021
internal_23,-1999.6979429511653,-1287.3640275172595
internal_28,-2078.6171840280153,-1357.8887325501553
internal_34,-2126.8681090943155,-1420.8618899780472
internal_36,-1996.6299680613834,-1542.768864080991
internal_40,-2058.071458582992,-1547.08848741196
internal_45,-2066.0568468680244,-1229.6462702157935
internal_52,-2071.931396336702,-1263.4200362484585
internal_54,-2172.91392962474,-1263.375614769342
internal_67,-1972.979420955087,-1382.864576580501
internal_71,-2059.2818263978684,-1514.558824549154
internal_79,-1945.3764059297011,-1204.415412023561
internal_81,-1799.7947688516858,-1221.1765008411792
internal_82,-1828.1249823069845,-1193.6284876621403
internal_86,-1674.6121931479704,-1254.907158837866
internal_89,-1793.1555533719438,-1146.4984135092
internal_105,-1825.734954296568,-1247.168081786338
internal_110,-1777.2864603844378,-1396.8314563037343
internal_128,-1790.6945241525557,-1399.4658756832468
internal_131,-1828.544605207812,-1550.8301607140377
internal_140,-1793.2192754168975,-1303.580540024931
internal_146,-1741.7341193652624,-1302.2725937128826
internal_152,-1781.0238014810232,-1390.0436737004982
internal_153,-1744.444093624258,-1453.8852712555056
internal_156,-1822.357994044406,-1432.9957559302397
internal_167,-1834.6241329304964,-1412.0044270038302
internal_177,-1849.5065466166361,-1244.7374332664813
internal_212,-1924.1737509652824,-1153.297039217287
internal_225,-1793.1453857592285,-1142.3841119595734
internal_239,-2028.6349453744758,-1401.3295453520898
internal_243,-2059.489708518366,-1449.4688913329408
internal_244,-2091.135212962343,-1400.199546755573
internal_245,-2117.2808869911164,-1361.4582613510363
internal_248,-2013.0442192871287,-1297.5984625868966
internal_253,-2048.7731999465013,-1400.4097922163753
internal_255,-2018.6422880789476,-1255.2925862268003
internal_263,-1902.8996064581286,-1474.369380090396
internal_265,-1914.2485962325743,-1388.6713100675345
internal_270,-1969.961252920023,-1347.228178378289
internal_276,-1969.2433314985299,-1364.1944646015993
internal_278,-1971.7277845128995,-1395.2495878253067
internal_287,-1833.4437092116088,-1168.05354030027
internal_313,-2110.9748030470187,-1526.50035355914
internal_2,-1936.5293629945684,-1139.5667022574582
internal_7,-1965.1562845113322,-1344.0516457832682
internal_12,-2031.224323366704,-1388.8776618277975
internal_14,-2062.9754915385643,-1376.3644866156942
internal_17,-2093.4118727332466,-1374.161919542905
internal_21,-2013.9078991422948,-1278.8371709638668
internal_22,-1970.437321672297,-1328.740347620689
internal_33,-2134.961542077636,-1416.8477141746505
internal_51,-2070.979048510514,-1284.1219357976784
internal_64,-1974.1688519504187,-1421.8679806338473
internal_66,-1981.1631568744435,-1371.2735627638194
internal_69,-2075.415769280926,-1512.8299217554804
internal_70,-2030.753886861425,-1540.9492509886347
internal_77,-1963.1066928372907,-1189.2152683514441
internal_78,-1999.2282284533665,-1209.8484408721336
internal_80,-1752.7102459826413,-1224.1090013706869
internal_88,-1743.0983221905256,-1128.6179129157285
internal_94,-1714.7865445335613,-1210.0224414689624
internal_95,-1805.7701663104353,-1140.7194642298723
internal_99,-1873.540662813825,-1175.2149300377612
internal_104,-1841.5472695192495,-1220.3613590651305
internal_107,-1752.7484652997339,-1370.8198643990906
internal_109,-1866.3975731272185,-1560.674046693216
internal_112,-1779.4833796736398,-1380.7212268217886
internal_119,-1778.1034101528887,-1436.9861048647947
internal_124,-1727.1348854566547,-1320.0505901701702
internal_126,-1815.4503834627988,-1523.1073224375864
internal_127,-1855.4366911145082,-1382.2540823772902
internal_137,-1785.2859367124238,-1270.0962974785682
internal_139,-1819.8743908578879,-1318.1064317313858
internal_145,-1733.5252180279354,-1302.469959091421
internal_151,-1754.4415761616947,-1361.4042606381747
internal_155,-1854.7262878314007,-1474.7099241670053
internal_166,-1829.0653248357548,-1437.5581474641879
internal_175,-1849.743710067576,-1201.7066202555657
internal_176,-1858.2034979727782,-1247.0518144733828
internal_237,-1993.8711918599904,-1323.8500782731548
internal_238,-2031.0934644596607,-1454.862259084702
internal_240,-2060.725430340518,-1496.9409101333956
internal_241,-2080.911438332755,-1235.2129240297463
internal_242,-2076.0262346701843,-1567.6039291929549
internal_250,-2070.528707218341,-1532.8050445834524
internal_252,-2063.376015212395,-1389.8624185250121
internal_259,-1817.4949188084977,-1537.514586285427
internal_261,-1879.2376445057698,-1430.2438763456512
internal_262,-1961.0719755544103,-1556.007879277298
internal_264,-1862.0795075297665,-1357.8818982325952
internal_269,-1975.0192691053933,-1341.14679913594
internal_271,-1929.8265049673255,-1360.832431700918
internal_275,-1991.9729677462867,-1368.3180705893394
internal_277,-1958.5651005742147,-1384.7088489415976
internal_0,-1907.9749324251527,-1116.318400512836
internal_1,-1993.1063812078628,-1124.1181303295189
internal_6,-1839.1931766873674,-1365.3973732762704
internal_9,-2045.2845773502422,-1359.2235243353048
internal_11,-2037.3709654220957,-1436.6149881296092
internal_13,-2072.9593674133353,-1389.7733454420134
internal_16,-1994.1797142981043,-1359.8843650551723
internal_20,-2068.842584809856,-1314.322745875438
internal_32,-2145.57012449625,-1412.4105994893348
internal_63,-1945.0833436641472,-1426.2874316789912
internal_65,-2012.7554915440905,-1355.9599276609983
internal_76,-1993.9455160015202,-1173.0208351670626
internal_97,-1928.0882022762198,-1137.087968876383
internal_98,-1837.0892246213136,-1105.704891297327
internal_102,-1822.186637426948,-1182.4370462138445
internal_103,-1872.2906444878527,-1231.762610630467
internal_106,-1695.5283767207204,-1404.5888015261544
internal_108,-1898.6401369803132,-1537.1633100270435
internal_118,-1766.7019387806672,-1438.0388972730582
internal_120,-1701.9789215223002,-1378.7730692973198
internal_122,-1789.3836871919636,-1101.749715567084
internal_123,-1678.3428939431612,-1374.4964017804914
internal_125,-1791.6874854616613,-1509.7408183472573
internal_136,-1785.1754888102178,-1266.70163696619
internal_138,-1800.7022844981016,-1323.287147277678
internal_144,-1729.4926431728538,-1297.454583884405
internal_148,-1713.7904408694847,-1251.6548221474407
internal_150,-1744.3982590897888,-1372.848817678124
internal_154,-1869.9982445336534,-1492.0434104913272
internal_161,-1786.9570349112319,-1365.1580993848834
internal_165,-1836.5950960043842,-1471.7595289613091
internal_168,-1844.0097014157307,-1145.8837514022111
internal_169,-1845.5068927899442,-1188.1566409992117
internal_174,-1847.8057645457736,-1170.2027537648958
internal_249,-2097.8059995658655,-1534.376094392333
internal_251,-2039.894044254841,-1393.2734438487491
internal_260,-1867.5656238602166,-1421.5185602883716
internal_273,-2016.2419556191637,-1370.9940294778326
internal_274,-1983.5362040926884,-1369.9879141144652
internal_8,-2146.04524286235,-1321.631888676363
internal_10,-2046.181776511277,-1467.70718386437
internal_75,-2005.440962360089,-1165.8224203819902
internal_96,-1925.2032107449559,-1126.4241169934241
internal_100,-1864.8121194627913,-1222.7914907535344
internal_101,-1767.3219068937287,-1118.1079149559641
internal_117,-1752.206092902961,-1442.8717165413584
internal_121,-1771.1927645775706,-1076.6724576506215
internal_135,-1787.6004353045253,-1291.5480484344657
internal_142,-1731.3935890998068,-1296.809819424441
internal_143,-1722.3430588315696,-1291.1684676202785
internal_149,-1730.3352575277295,-1360.1471248220023
internal_160,-1768.0495330148392,-1330.0169367794647
internal_162,-1830.9120837400978,-1513.571741523033
internal_164,-1861.9573046054081,-1534.1237447500835
internal_172,-1845.543623200576,-1162.2630934123106
internal_173,-1850.472319214935,-1141.5181464462985
internal_272,-2049.0269954148844,-1333.0304637534043
internal_74,-2027.1554998279182,-1147.4946256396229
internal_114,-1750.4620496689438,-1417.0985887716417
internal_115,-1710.7823202782524,-1402.9759985674377
internal_116,-1681.638729511216,-1448.9187341433646
internal_141,-1740.181591464079,-1283.3448672112333
internal_159,-1755.729687383584,-1310.7333426078446
internal_163,-1929.5044587575896,-1635.8947219488018
internal_170,-1835.3373844177208,-1149.8080764832644
internal_171,-1857.7570924655954,-1163.9253233882287
internal_113,-1748.974950217274,-1374.275494566456
