,Dim_0,Dim_1
internal_1037,-1780.8146061431041,-1146.192725566818
internal_823,-1835.9359368342684,-1320.7636950813014
internal_731,-1772.9063360869784,-1396.9119557466604
internal_747,-1781.7476829211193,-1382.7546585898394
internal_788,-1796.870174690197,-1305.8078951124464
internal_796,-1751.8201569730068,-1309.3241049321402
internal_804,-1782.4363622848432,-1436.3322277545644
internal_805,-1778.0601697848572,-1407.3188495375623
internal_815,-1785.9178225324017,-1410.8212970321417
internal_781,-1834.909505941049,-1551.3008361092068
internal_906,-1952.046463535351,-1223.2041599166002
internal_865,-1960.014508898386,-1252.3228597162918
internal_894,-1819.8009784239066,-1212.3747159929846
internal_895,-1931.5431890210782,-1228.2700381716195
internal_878,-1987.5695198501837,-1440.160115052775
internal_951,-1972.8748945931966,-1135.0103865046608
internal_953,-1937.0671983656339,-1137.629816489141
internal_948,-1967.4108711594718,-1119.4829812122844
internal_961,-2030.013299270169,-1331.642806132527
internal_962,-2012.1841111164604,-1362.4961475153304
internal_927,-1953.6571357116943,-1516.4771109818896
internal_923,-1983.437861419041,-1472.1345383946598
internal_941,-2104.791075967605,-1429.5788936925271
internal_934,-2018.9005683830649,-1510.4000465387219
internal_726,-1930.2161274169698,-1117.0035948822751
internal_719,-1820.0252179443016,-1168.2172452627015
internal_722,-1867.6230542337075,-1210.0989452592776
internal_1362,-1927.5148942795863,-1463.7939855686825
internal_1364,-1917.5089944770891,-1430.7960776871091
internal_1351,-1866.6227768854296,-1298.8377333321973
internal_1348,-1863.740158258046,-1192.682965330696
internal_1341,-1862.9172785603141,-1579.3012024851166
internal_1338,-1897.5535897462676,-1509.4427989179194
internal_1342,-1902.072814586096,-1407.1111411957909
internal_1344,-1882.6228297161194,-1348.2685969033214
internal_1374,-1923.762695843107,-1202.977056848082
internal_1373,-1882.1004954220664,-1277.340318890334
internal_1306,-2028.0667969712233,-1425.9078728364564
internal_1308,-2135.375414706034,-1440.964844431844
internal_1310,-2158.8515335113743,-1483.5743975758162
internal_1289,-2102.67253519551,-1315.8931838597111
internal_1291,-1891.8446304786503,-1412.6248160981263
internal_1314,-1960.0456105069723,-1609.539070811318
internal_1319,-1916.9341446975534,-1568.8292203428557
internal_1316,-1951.938573120698,-1522.2421841436617
internal_1326,-1912.564417372386,-1524.783781191429
internal_1322,-1840.6388711007614,-1465.779742483844
internal_1230,-1870.4197449919432,-1516.3862400937742
internal_1222,-1843.7735025410477,-1501.0626469651456
internal_1217,-1818.8831965189809,-1388.7860372284667
internal_1110,-1981.9167853772437,-1376.1425055302498
internal_1108,-1973.7754207832065,-1348.9084890606625
internal_1103,-1875.679000545995,-1409.949637462818
internal_1098,-1899.2418532360725,-1410.3984538771247
internal_1048,-2026.815358260999,-1417.1616369614273
internal_1074,-2064.1474733189216,-1509.9853430741016
internal_1070,-2029.1075638191965,-1375.5705967421154
internal_1056,-2112.6479499655043,-1343.8692478485762
internal_1060,-2081.2720989815643,-1387.164626233781
internal_1063,-2095.6612217171587,-1428.9848991915865
internal_1191,-2029.0766665320252,-1436.4048149839853
internal_1197,-2177.311360069177,-1288.634007034055
internal_1198,-2091.884468528365,-1303.9958822061024
internal_1136,-1898.722035521128,-1213.29924257768
internal_1132,-1915.75714425225,-1218.1103279775111
internal_1168,-1978.2549930922066,-1473.1222716411078
internal_1145,-1867.3223676642208,-1471.3743058325595
internal_1013,-1754.3986084553437,-1191.6580223853418
internal_994,-1815.636123230634,-1205.8772471908455
internal_1009,-1872.1985891478782,-1168.719833945216
internal_1008,-1855.916122009895,-1186.7567922098654
internal_1034,-1834.919864860866,-1234.0153268084844
internal_1040,-1808.1991931907855,-1153.353116368893
internal_1033,-1911.1341265517772,-1140.0163239747214
internal_839,-1848.528728839984,-1221.3643867336766
internal_824,-1832.46719912105,-1395.7965824094754
internal_740,-1773.5554589175645,-1414.7396840235522
internal_751,-1797.226417667802,-1381.5004579587135
internal_750,-1773.7773601910303,-1385.7558628062811
internal_792,-1787.44481533758,-1282.075512923645
internal_793,-1827.7747870197963,-1320.2216701795037
internal_797,-1731.714898225151,-1303.0615839788795
internal_816,-1795.6036700064124,-1437.32587710145
internal_806,-1768.2872195215227,-1403.2846588416205
internal_814,-1777.2171548028496,-1444.4506568438833
internal_784,-1800.10298363893,-1548.3198911660768
internal_909,-1854.6987645732756,-1119.027938171447
internal_907,-2018.4043640068014,-1230.410503647951
internal_867,-1829.0859732012989,-1214.5957545681165
internal_864,-2017.2854330202176,-1250.5392416811667
internal_901,-1793.743892212249,-1206.5998748846055
internal_896,-1969.4563374999354,-1209.929297241216
internal_877,-2009.4712891514143,-1434.9864180123448
internal_888,-1990.443612307892,-1444.7290016860923
internal_952,-1986.974372794496,-1117.6445137264725
internal_949,-1964.807828826127,-1118.5398366626255
internal_978,-2074.4029852659733,-1358.0071993438414
internal_956,-2025.045644175171,-1308.2038139227677
internal_963,-1940.2553089731077,-1353.2200307912074
internal_966,-2040.514240925013,-1359.340641563182
internal_970,-2029.4025974310268,-1393.0152419307249
internal_929,-1893.2020070639899,-1524.7814872541044
internal_924,-2070.0507025765887,-1384.2747731020377
internal_926,-1915.9901457292344,-1535.860123478233
internal_935,-2112.2134993213167,-1434.6582235657845
internal_936,-2122.82314655606,-1419.2200987782153
internal_942,-1996.809113711338,-1540.7583013966794
internal_932,-2039.8617567296897,-1544.1686890154033
internal_720,-1866.8296994622847,-1224.701529699265
internal_721,-1774.4744088183986,-1124.4340612639742
internal_723,-1891.3380911873003,-1238.2489296658337
internal_1363,-1942.0453378605482,-1469.1879046006861
internal_1366,-1908.0268248152017,-1410.564766390233
internal_1365,-1917.6516519512484,-1472.1851042277315
internal_1352,-1867.68165113407,-1294.7886735826019
internal_1339,-1901.6554544619985,-1549.5505095981034
internal_1345,-1883.6776211163306,-1325.6081620685432
internal_1375,-1898.250510972894,-1272.609872181116
internal_1309,-2114.202170833565,-1467.0330618351709
internal_1294,-2120.417554893849,-1341.4921543162043
internal_1323,-1818.0539052618865,-1454.9247799492741
internal_1219,-1811.139322203657,-1410.359369654055
internal_1218,-1805.872421787511,-1369.375869061822
internal_1119,-1996.1023627378618,-1376.9314223811325
internal_1116,-1968.588313892875,-1380.1692767143777
internal_1109,-1977.8765240210785,-1336.7166684684944
internal_1088,-1898.6407970385696,-1391.4549157573022
internal_1087,-1909.9739229537013,-1500.0414731182477
internal_1075,-2081.187004341367,-1539.0007810700943
internal_1078,-2060.856739690396,-1600.540633533642
internal_1072,-2057.4750741898183,-1333.4548779266954
internal_1073,-1999.7473109599578,-1347.958609658259
internal_1079,-2054.9938992814377,-1378.8322430757225
internal_1058,-2120.702995101198,-1373.8733612725034
internal_1065,-2081.1970690501057,-1604.5419004827854
internal_1066,-2081.6185428210842,-1228.1428958923768
internal_1187,-2025.6097575245794,-1441.6005572199654
internal_1184,-2035.5031171949363,-1476.0011431355697
internal_1202,-2071.078409009718,-1293.4790354868082
internal_1209,-2114.2169804085675,-1288.0129175607208
internal_1200,-2128.6500336397194,-1300.158808741864
internal_1140,-1806.6736717477504,-1146.677614580239
internal_1137,-2001.5190865479176,-1236.9868451492048
internal_1131,-1922.2471610572313,-1207.6136544899168
internal_1169,-1996.6246174211074,-1472.01402881288
internal_1157,-1856.4401362108263,-1484.5352377278139
internal_1014,-1736.646409973305,-1196.5845515256142
internal_1025,-1810.958560799719,-1237.9759956824946
internal_1027,-1741.5736901756325,-1092.217376643427
internal_1020,-1980.04228293988,-1172.2341527093056
internal_995,-1763.1667977198579,-1257.5429702390734
internal_1011,-1897.6258154915222,-1162.2708433731664
internal_1001,-1724.9722477844994,-1210.0759867177471
internal_1006,-1836.3395568931808,-1204.7866781757584
internal_1004,-1855.1933127445468,-1179.248719168204
internal_1041,-1781.286285732587,-1163.2334527740097
internal_840,-1850.2602583085786,-1215.8778068352442
internal_848,-1850.4521249021345,-1205.0583825120204
internal_825,-1829.6417176558564,-1418.4129850577383
internal_741,-1760.5177884996338,-1401.260835318304
internal_732,-1792.8914771622747,-1468.215257574075
internal_748,-1794.9580966421638,-1384.1866422299356
internal_759,-1738.343638930974,-1305.2193836042086
internal_752,-1774.5644874386046,-1431.1059537113524
internal_791,-1783.2755979231654,-1266.8739191437764
internal_789,-1777.3972590116234,-1272.2947208066912
internal_794,-1790.0119065867007,-1326.175932886505
internal_800,-1727.1255576816245,-1291.6917736243881
internal_802,-1720.9380522561066,-1285.4355944271754
internal_817,-1827.0666030898271,-1452.1320598760215
internal_809,-1761.2632157475668,-1364.5343970748029
internal_820,-1749.431751989451,-1459.2159358217743
internal_908,-2034.3208333678858,-1286.4376989889952
internal_871,-1736.3059687646007,-1257.933827027661
internal_872,-1799.5380732853432,-1152.7260487283795
internal_855,-2030.1860180417043,-1250.3244078837342
internal_911,-2058.3320018268337,-1248.290380535374
internal_904,-1759.0064407601067,-1214.3846665238837
internal_903,-1790.5764899169665,-1178.9484813675908
internal_897,-2025.6253869913755,-1160.466233638902
internal_900,-2068.6621437331146,-1216.8535299029406
internal_886,-2092.543039082419,-1492.620182565972
internal_884,-2004.02453147293,-1420.6520937170314
internal_892,-2009.2335091203297,-1537.7427745381203
internal_979,-2086.1039448886554,-1370.1950642984655
internal_957,-2001.6207317869744,-1282.4577552744352
internal_959,-2076.2534886929457,-1321.2766669053276
internal_964,-1822.6238345953673,-1368.2052243984906
internal_967,-2069.200434166885,-1380.5548459550898
internal_975,-2037.2730808305892,-1446.4709645442708
internal_971,-2048.3839039952195,-1358.614492646159
internal_931,-1750.2269513330366,-1211.6316344427423
internal_925,-2083.9570687056926,-1334.2332002178953
internal_939,-2108.1709056351247,-1446.6913554921075
internal_938,-2122.373138945857,-1449.8857831260154
internal_937,-2132.960640798476,-1407.589123668611
internal_933,-2056.0459691120795,-1546.1599988058579
internal_1353,-1894.3161731640996,-1288.76287016861
internal_1297,-2102.4680132288836,-1308.6619588353824
internal_1220,-1782.093410267995,-1453.6503885158156
internal_1120,-2004.0648525510726,-1366.0140645386957
internal_1111,-1968.0750963439693,-1394.9778161418387
internal_1118,-1960.2248172291652,-1378.7389350803244
internal_1089,-1901.3094208227035,-1365.193134957911
internal_1092,-1968.5760729317512,-1446.4961234328327
internal_1100,-1955.9718448405222,-1554.2803623564175
internal_1097,-1815.3517269686836,-1539.0992981866575
internal_1076,-2123.0445660718706,-1454.3577164643543
internal_1069,-1995.9859953817715,-1239.3859829706953
internal_1080,-2104.5794896972066,-1368.1416567371562
internal_1081,-2037.7016157738942,-1393.5918732771106
internal_1057,-2123.0283221817886,-1373.986254665431
internal_1059,-2126.0476568256563,-1402.3312612972177
internal_1188,-2003.7575609156008,-1370.8927013796463
internal_1190,-2031.116000239798,-1520.060909079139
internal_1186,-2042.8696778060007,-1499.1073002460348
internal_1204,-2065.8942717613018,-1287.8424131472689
internal_1210,-2147.203375624616,-1313.5315999136756
internal_1206,-2100.004930389387,-1310.785010558056
internal_1207,-2149.8317613321733,-1268.4100255706508
internal_1142,-2053.9618318897406,-1261.8573051630115
internal_1133,-1923.7948437367122,-1183.703642829966
internal_1126,-1938.9455559406927,-1200.4969688342478
internal_1171,-2004.7034878533086,-1451.6094724076677
internal_1158,-1791.476203465479,-1544.880535813321
internal_1146,-1865.501135912853,-1488.661373066522
internal_1015,-1728.258393205754,-1186.5754289407687
internal_1019,-1804.4831274788496,-1326.5731816070431
internal_1026,-1806.5619801514556,-1224.374124530892
internal_1023,-2008.3195323513805,-1162.2512688512752
internal_997,-1740.576559445153,-1251.1615100065178
internal_1012,-1881.324147667484,-1178.573931582531
internal_1007,-1854.156568687324,-1194.8220994921369
internal_1005,-1803.2546403141125,-1134.1384175873366
internal_841,-1841.0556015791487,-1119.9841089348433
internal_850,-1861.9446364819833,-1234.7517410181626
internal_843,-1855.9052726712296,-1202.3544957225802
internal_845,-1845.6403102221948,-1165.4456013310703
internal_826,-1825.8167842251041,-1424.355507185628
internal_742,-1722.166674097729,-1393.8804146468567
internal_733,-1861.964724046816,-1547.9102026628645
internal_753,-1848.4339337275442,-1410.7247638361653
internal_749,-1781.2155511728781,-1381.2381421324708
internal_763,-1790.347660958598,-1110.8558705969306
internal_761,-1703.1547987171289,-1355.594723857965
internal_770,-1770.1688366677909,-1449.9696089519148
internal_756,-1801.6482765572366,-1516.4349410653879
internal_771,-1777.8347343222954,-1433.6176519865019
internal_772,-1750.7497612348072,-1373.7628071109789
internal_801,-1742.3550133301462,-1280.0147239799796
internal_819,-1878.4883408837518,-1501.6796178534548
internal_810,-1741.3580160378312,-1326.8650047587753
internal_870,-1673.3053896716644,-1243.8924091490726
internal_874,-1741.4052215779154,-1128.0131585418355
internal_856,-2043.7366218910704,-1239.8920120998869
internal_861,-2073.5617419468454,-1254.758083766999
internal_912,-2077.904005220199,-1252.358111669286
internal_905,-1731.5941218627977,-1221.1831092400046
internal_898,-2047.8278740820203,-1152.4562795224906
internal_891,-2088.3169902255745,-1505.863785698596
internal_885,-2017.9106423172057,-1395.1381281964257
internal_879,-1959.1732047543971,-1434.416359213959
internal_980,-1960.6342253321793,-1355.057795856391
internal_958,-1998.4614795444688,-1232.1355634852168
internal_960,-1956.084948416033,-1349.0354820573918
internal_968,-2072.867554829323,-1377.9886352891806
internal_969,-2075.930708569924,-1391.4461933763162
internal_976,-2039.9138289358561,-1452.9400042147972
internal_972,-2032.2754152038399,-1358.1147067137122
internal_974,-2148.3143551853655,-1320.7853327984137
internal_940,-2147.300807203903,-1407.4599715977004
internal_1299,-2173.561571721166,-1293.5948643417705
internal_1122,-1987.0994949935455,-1369.3172940398797
internal_1121,-2042.1382577096385,-1333.4886602504944
internal_1115,-1973.8919331083393,-1392.3059681685534
internal_1117,-1903.352474497005,-1364.3661660455375
internal_1094,-1840.5779570195402,-1326.4913790482583
internal_1189,-1996.0684639448805,-1347.7331225560229
internal_1192,-2030.436084052511,-1576.3736181755162
internal_1185,-2038.4429808160871,-1494.1809233118554
internal_1134,-1938.4306646905154,-1194.3967736592763
internal_1135,-1909.739744760937,-1164.0389899632678
internal_1127,-2002.5717610593292,-1214.3709154465475
internal_1173,-2000.5789579411498,-1492.0434558650052
internal_1170,-2024.8771535543824,-1366.9021044404874
internal_1159,-1783.7674656037977,-1576.472256360378
internal_1165,-1748.7637416575392,-1550.153506852175
internal_1147,-1877.9225730216995,-1511.6221017516145
internal_1021,-2020.850632518062,-1164.4276188116153
internal_1024,-1949.8589247761756,-1140.7789961850583
internal_851,-1842.9657536976108,-1230.485667425221
internal_849,-1848.21560647606,-1190.3200816719482
internal_846,-1834.1488308399666,-1150.0852214809836
internal_847,-1851.9337926745225,-1165.3222932911906
internal_836,-1787.5075174834903,-1362.9738047075493
internal_827,-1838.9311273477206,-1460.7919181883024
internal_745,-1701.6167374992413,-1406.4062692899774
internal_734,-1895.3106745828222,-1531.4577948147983
internal_737,-1846.2650856921005,-1565.5126042617076
internal_754,-1829.0682739837498,-1415.4220168207928
internal_765,-1765.5251224331062,-1068.8593163725013
internal_762,-1673.3495964270257,-1384.78954043144
internal_760,-1694.1745989303042,-1389.7167496265579
internal_773,-1751.8683333080394,-1444.3113503040806
internal_757,-1832.7427236933222,-1555.2778459582291
internal_769,-1799.0774310079469,-1469.309323713474
internal_807,-1712.7398606889371,-1248.881854052034
internal_812,-1729.2379490938522,-1342.0015845501878
internal_857,-2051.3162046648695,-1235.7426233662175
internal_862,-2103.650958662434,-1220.6303096635963
internal_913,-2095.4564739029333,-1264.701924343106
internal_916,-2102.492528590738,-1239.1182441421404
internal_881,-1987.2264915912272,-1428.5205037560552
internal_977,-2046.2453480364845,-1471.3855829475597
internal_973,-2056.306315511367,-1342.1414970350013
internal_1095,-1919.2974756888684,-1430.4415954911594
internal_1193,-2014.5756457952969,-1609.1453592502696
internal_1195,-2071.9541365100736,-1564.525127009982
internal_1129,-2066.8488798282424,-1224.612940337587
internal_1172,-2005.2794123174526,-1527.3923135883776
internal_1180,-2010.570035714177,-1303.2409076743602
internal_1177,-2171.614628523958,-1293.7431788350732
internal_1163,-1883.0339483704192,-1634.9070543555222
internal_1167,-1669.022040053646,-1506.6078248133142
internal_1151,-1785.4668228168389,-1435.2734929103597
internal_1153,-1835.2545131888362,-1466.6500187801882
internal_1149,-1917.7641823289937,-1617.899062474127
internal_1155,-1965.5123606142822,-1575.796254872824
internal_838,-1768.096048821371,-1323.6260666925784
internal_828,-1848.2187283685387,-1482.5332876150235
internal_746,-1679.777151444012,-1412.2178263245357
internal_738,-1818.094387775853,-1563.8830065363125
internal_775,-1701.6978927426585,-1453.9536378215876
internal_778,-1699.6830489967724,-1392.3584287693006
internal_767,-1818.0273982260805,-1475.2298556003905
internal_860,-2065.751994524808,-1228.6626170387924
internal_914,-2072.59173466831,-1276.218565254619
internal_917,-2134.0013835289697,-1245.1519416045521
internal_882,-1983.834236186944,-1414.8226125290157
internal_1194,-2018.5009994250338,-1600.0902730516652
internal_1174,-2038.8272221916502,-1547.5472534935282
internal_1181,-2011.9361534105274,-1302.735350927923
internal_1154,-1846.5573044113196,-1274.4409872618762
internal_831,-1863.106420670211,-1516.9732186115953
internal_739,-1878.3194051238634,-1577.0241768773428
internal_774,-1726.0246267174105,-1356.8199780479238
internal_859,-2072.7695662622864,-1215.874042226639
internal_915,-2040.867957454058,-1254.3248812570962
internal_918,-2175.9128023731305,-1263.6212875848216
internal_1175,-2130.8449484090597,-1518.9096357152275
internal_830,-1863.6496495948522,-1529.0057150952669
internal_858,-2067.318491245137,-1220.3503179932404
internal_835,-1738.7048486444435,-1445.6280809236937
internal_829,-1833.2291563483932,-1541.641889291587
internal_832,-1947.0050664429007,-1662.2622716747096
